"subject"	"activity"	"tBodyAcc-mean-X"	"tBodyAcc-mean-Y"	"tBodyAcc-mean-Z"	"tBodyAcc-std-X"	"tBodyAcc-std-Y"	"tBodyAcc-std-Z"	"tGravityAcc-mean-X"	"tGravityAcc-mean-Y"	"tGravityAcc-mean-Z"	"tGravityAcc-std-X"	"tGravityAcc-std-Y"	"tGravityAcc-std-Z"	"tBodyAccJerk-mean-X"	"tBodyAccJerk-mean-Y"	"tBodyAccJerk-mean-Z"	"tBodyAccJerk-std-X"	"tBodyAccJerk-std-Y"	"tBodyAccJerk-std-Z"	"tBodyGyro-mean-X"	"tBodyGyro-mean-Y"	"tBodyGyro-mean-Z"	"tBodyGyro-std-X"	"tBodyGyro-std-Y"	"tBodyGyro-std-Z"	"tBodyGyroJerk-mean-X"	"tBodyGyroJerk-mean-Y"	"tBodyGyroJerk-mean-Z"	"tBodyGyroJerk-std-X"	"tBodyGyroJerk-std-Y"	"tBodyGyroJerk-std-Z"	"tBodyAccMag-mean"	"tBodyAccMag-std"	"tGravityAccMag-mean"	"tGravityAccMag-std"	"tBodyAccJerkMag-mean"	"tBodyAccJerkMag-std"	"tBodyGyroMag-mean"	"tBodyGyroMag-std"	"tBodyGyroJerkMag-mean"	"tBodyGyroJerkMag-std"	"fBodyAcc-mean-X"	"fBodyAcc-mean-Y"	"fBodyAcc-mean-Z"	"fBodyAcc-std-X"	"fBodyAcc-std-Y"	"fBodyAcc-std-Z"	"fBodyAcc-mean-X.1"	"fBodyAcc-mean-Y.1"	"fBodyAcc-mean-Z.1"	"fBodyAccJerk-mean-X"	"fBodyAccJerk-mean-Y"	"fBodyAccJerk-mean-Z"	"fBodyAccJerk-std-X"	"fBodyAccJerk-std-Y"	"fBodyAccJerk-std-Z"	"fBodyAccJerk-mean-X.1"	"fBodyAccJerk-mean-Y.1"	"fBodyAccJerk-mean-Z.1"	"fBodyGyro-mean-X"	"fBodyGyro-mean-Y"	"fBodyGyro-mean-Z"	"fBodyGyro-std-X"	"fBodyGyro-std-Y"	"fBodyGyro-std-Z"	"fBodyGyro-mean-X.1"	"fBodyGyro-mean-Y.1"	"fBodyGyro-mean-Z.1"	"fBodyAccMag-mean"	"fBodyAccMag-std"	"fBodyAccMag-mean.1"	"fBodyAccJerkMag-mean"	"fBodyAccJerkMag-std"	"fBodyAccJerkMag-mean.1"	"fBodyGyroMag-mean"	"fBodyGyroMag-std"	"fBodyGyroMag-mean.1"	"fBodyGyroJerkMag-mean"	"fBodyGyroJerkMag-std"	"fBodyGyroJerkMag-mean.1"
1	"LAYING"	0.2635920752	-0.01743925337978	-0.11099588164	-0.603330119482	-0.505720351134	-0.57382177232	0.6435688222	0.03534045132	0.1178151893492	-0.976986442	-0.9650123874	-0.9409998224	0.1105722813	0.044555233231	-0.001115016725	-0.625612105495	-0.598964150202	-0.7229698402	-0.0188494013502	-0.08769764446	0.107989717596	-0.71154658316	-0.660800835	-0.6124040582	-0.088748822312	-0.044863816938	-0.066059069956	-0.73688801052	-0.7601117693372	-0.73261054094	-0.5406421924428	-0.58587852356	-0.5406421924428	-0.58587852356	-0.62876765602	-0.6084954634	-0.58229510224	-0.63883397928	-0.75110672438	-0.75823807518	-0.61837909744	-0.5235247831402	-0.61859186036	-0.5995929258	-0.52870214342	-0.5852827278	-0.21118474272	0.044824414648	0.081573433094	-0.64552774554	-0.61243459206	-0.69782400448	-0.6394301532	-0.61319586178	-0.74754690782	-0.001278738004	-0.13892461419	-0.064030970662	-0.6790658774	-0.67585321374	-0.6073645542	-0.724703311	-0.65885111322	-0.6518779844	-0.097921612378	-0.11260734458	-0.01587143557	-0.578753645772	-0.65569145192	0.13478033972	-0.6009966464764	-0.62235853558	0.183149489306	-0.6832074318	-0.6743010905	-0.024890375	-0.755999395376	-0.77834648278	0.173516187965
1	"SITTING"	0.271836968851064	-0.0105465106510638	-0.112389393297872	-0.647925782042553	-0.541244325914894	-0.593932504765957	0.664331616446808	0.00923473459574468	0.106422922722553	-0.957041594893617	-0.934455371489362	-0.914189968510638	0.0888203629170213	0.00355478548402128	0.00517076316595744	-0.664957015776383	-0.645736573978723	-0.75472131793617	-0.0533261840280851	-0.0662149577829787	0.124304663508511	-0.726856709191489	-0.663631641531915	-0.667695233276596	-0.109805234331915	-0.0534903224382979	-0.0498630191914894	-0.738452953042553	-0.770343848979574	-0.774491407659574	-0.574857832119149	-0.613454725085106	-0.574857832119149	-0.613454725085106	-0.665324112676596	-0.656956714191489	-0.587354205942553	-0.643836189148936	-0.760732277319149	-0.77151906787234	-0.657727548723404	-0.57224665712766	-0.645531894314894	-0.644961080744681	-0.555570088553191	-0.600306280687234	-0.309815454	-0.0878850795765957	0.00778713957446809	-0.680063052744681	-0.665811474638298	-0.734404297893617	-0.67968520041383	-0.648254491221277	-0.773532576042553	-0.0508473529489362	-0.259793317446809	-0.170442386729787	-0.687081052702128	-0.680356479574468	-0.664983617978723	-0.741328929723404	-0.658584025614894	-0.700319360808511	-0.164117240421277	-0.243708225370213	-0.064123771292766	-0.608477109468085	-0.679368941702128	-0.0484726026946809	-0.647008884468085	-0.673948650382979	0.150233760953191	-0.684416748	-0.681173338212766	-0.113128075446809	-0.768424385153191	-0.793242856914894	0.118303900110638
1	"STANDING"	0.285032706603774	-0.02264787419	-0.115301546943396	-0.56014568335283	-0.448589474849057	-0.538524206239623	0.698680030754717	-0.00928365770754717	0.0370511488754717	-0.947957418962264	-0.947934343773585	-0.919239635471698	0.10105952545283	0.0122232963224528	-0.0335978843892453	-0.613549203924528	-0.542450823811321	-0.693564943292076	0.0136135530754717	-0.0808889818490566	0.086167921945283	-0.699506402886792	-0.620483357169811	-0.602848969245283	-0.100676731077358	-0.0310570904566038	-0.0397705354849057	-0.625596070358491	-0.703108811622641	-0.640266080037736	-0.487902005075472	-0.512565154283019	-0.487902005075472	-0.512565154283019	-0.599149682109434	-0.561998014603774	-0.567103122892453	-0.606163099383019	-0.681339686018868	-0.675338801320755	-0.579400716528302	-0.475523045271698	-0.595187583490566	-0.55408820840566	-0.470469386056604	-0.54717439020566	-0.226099663171698	0.00904001104339623	0.0702052791986792	-0.632860014386792	-0.579433380320755	-0.674519593081132	-0.628305392	-0.533388878358491	-0.711668288301887	-0.0474579508113208	-0.215834318098113	-0.112981680792453	-0.602881989867925	-0.627288091809434	-0.571416122018868	-0.73225607754717	-0.622553856498113	-0.652871148301887	-0.0638410694167925	-0.109725551503774	0.00903046706415094	-0.517179975150943	-0.587233177411321	0.0678993403356604	-0.562682296643396	-0.56428755345283	0.0720587007028302	-0.620193055301887	-0.668348122622642	0.0126924417618868	-0.684503102792453	-0.68678700490566	0.0915842269132075
1	"WALKING"	0.271782882736842	-0.017468191438	-0.107470648610526	-0.627534036252632	-0.481733182373684	-0.586275625087684	0.709387576421053	-0.0102976716178947	0.0360992816915789	-0.963854758210526	-0.94236746911579	-0.923506491894737	0.0698337432863158	0.0233827732378947	0.0117920963987368	-0.661496229565684	-0.621051716663158	-0.786075979578947	-0.0310978031610526	-0.0784100881842105	0.0786435891792632	-0.738941998084211	-0.647883706586316	-0.635629379831579	-0.0821090402473684	-0.0500637458210526	-0.0698057548863158	-0.767428513368421	-0.808794834336842	-0.749543742894737	-0.546772561521053	-0.596219535105263	-0.546772561521053	-0.596219535105263	-0.6677573586	-0.652972570315789	-0.591100809252632	-0.64550686458421	-0.782150280157895	-0.809254247789474	-0.642458532757895	-0.532815471655789	-0.668938089726316	-0.623184453505263	-0.490807216211579	-0.577992099067263	-0.222410014505263	-0.0308739012978947	0.00965814781231579	-0.674338756189474	-0.640406292147368	-0.765675442421053	-0.679097426410526	-0.626252240572632	-0.805294712842105	-0.0898445906252632	-0.278216749884211	-0.153974262890526	-0.705264154515789	-0.704483344021053	-0.639863993652632	-0.751724766189474	-0.622854846665263	-0.669660542926316	-0.149723378126316	-0.203557969298947	-0.107895812694737	-0.598147026252632	-0.659453413863158	0.0650983365189474	-0.64300673824	-0.668800640526316	0.130701758778947	-0.698654056210526	-0.674047308343158	-0.105109341346316	-0.806474620736842	-0.827190272	0.104023147074737
1	"WALKING_DOWNSTAIRS"	0.273215469959184	-0.0181100376469388	-0.115852081428571	-0.540057330959184	-0.390085971861225	-0.473025698653061	0.739115704714286	-0.044667678355102	-0.0270778183367347	-0.965517677959184	-0.950856486326531	-0.930454267959184	0.0636742913040816	-0.0129920175736735	-0.0209439132326531	-0.579219482536735	-0.51720265077551	-0.716131010346939	-0.0309572378371429	-0.0732349664795918	0.0625709392040816	-0.671616906142857	-0.60920140022449	-0.531119266244898	-0.0868698894020408	-0.0402352731571429	-0.0770957534326531	-0.697468460122449	-0.753070164489796	-0.632372319612245	-0.450545104227551	-0.489726404163265	-0.450545104227551	-0.489726404163265	-0.582433940673469	-0.553620808836735	-0.509080581081633	-0.575315738040816	-0.716942402244898	-0.73243490877551	-0.557796190734694	-0.440719182755102	-0.565250626204082	-0.535063841687755	-0.404824242136735	-0.468846274061224	-0.24112887474898	-0.0237049566204082	-0.038771098177551	-0.600039523369388	-0.553845832979592	-0.695137611918367	-0.595375145979592	-0.510445611593469	-0.736359190428571	-0.0869981589142857	-0.266694542285714	-0.24001844424898	-0.636948528720408	-0.649242357328571	-0.521608581122449	-0.685554314693878	-0.591893824489796	-0.580185981020408	-0.147640476204082	-0.152611083106122	-0.0536699972693878	-0.495501902306122	-0.567787921791837	0.0607542669608163	-0.550281207938776	-0.561766663326531	0.157610567740816	-0.626724457081633	-0.617452537326531	-0.025429149322449	-0.737588836734694	-0.745706814489796	0.0705569538877551
1	"WALKING_UPSTAIRS"	0.293957228867925	-0.0171861390854717	-0.110967449037736	-0.513060875345283	-0.401434502886792	-0.69050839754717	0.705881699811321	0.0720002181698113	0.0611974452786792	-0.975605313962264	-0.96166743490566	-0.958665676037736	0.0657592292075472	0.00293116473490566	-0.00577640526773585	-0.557741813283019	-0.512203461375472	-0.796713529056604	-0.0261870053962264	-0.0756822352018868	0.0805144308377359	-0.667774359660377	-0.69234025890566	-0.668735301320755	-0.0813500885471698	-0.0402913631492453	-0.051450438254717	-0.662104996415094	-0.796552724339623	-0.676140433922642	-0.476865158962264	-0.526975637339623	-0.476865158962264	-0.526975637339623	-0.589748440433962	-0.565040474056604	-0.583205698620755	-0.646751124207547	-0.734888831886792	-0.772773745471698	-0.53233679890566	-0.435711976735849	-0.716882463962264	-0.507492983396226	-0.422122954492453	-0.701669307735849	-0.161454258075472	0.0729561201283019	0.0595388791792453	-0.579881966679245	-0.54536527190566	-0.778422405471698	-0.574412969420755	-0.509183192381132	-0.813677770188679	-0.0605046476415094	-0.224695746978679	-0.102496948803774	-0.609479779750943	-0.717701969622642	-0.624538823962264	-0.688152447169811	-0.681794038018868	-0.716544565849057	-0.0705116955250943	-0.11958711040566	0.0454186501886792	-0.525955510433962	-0.602397660792453	0.119963176623585	-0.547671226566038	-0.591982592260377	0.172332042811321	-0.685272976792453	-0.684724313075472	-0.020308982154717	-0.776050143773585	-0.785659083207547	0.102675658754717
2	"LAYING"	0.280707260208333	-0.01746337015625	-0.106178031625	-0.498637905604167	-0.231582527154167	-0.519090235416667	0.63509834375	-0.134369039583333	0.201343130083333	-0.969056576041667	-0.974301948541667	-0.972764569166667	0.072585329334375	-0.00332076717708333	0.00420144111125	-0.381974496533333	-0.184721197110417	-0.646256864375	-0.0614698596133333	-0.0438212760625	0.0765367909791667	-0.631822926875	-0.613815694375	-0.552473440416667	-0.0875245305625	-0.0493529599395833	-0.0590711142979167	-0.483054618333333	-0.670756708541667	-0.501693602916667	-0.3999963161875	-0.486732858125	-0.3999963161875	-0.486732858125	-0.392432599375	-0.293993140864583	-0.531329150208333	-0.61864994875	-0.606736034166667	-0.6051516925	-0.4419230584375	-0.186420844033333	-0.541724249791667	-0.5234403615	-0.306672901541667	-0.544780124375	-0.243587336547917	0.219447151916667	0.13834609550625	-0.403976589104167	-0.236956200020833	-0.621445115625	-0.414949926041667	-0.18317584275	-0.669601399166667	-0.033700405856875	-0.184772664083333	-0.182476258166667	-0.518941184166667	-0.615802669791667	-0.474153502539583	-0.668275034583333	-0.616682453958333	-0.622966241041667	0.0246168181583333	0.0114512753666667	0.104755873220833	-0.408441422875	-0.618227323104167	0.30363608525	-0.304365840895833	-0.286086363354167	0.263378039864583	-0.600123521041667	-0.703095023125	0.252716865520833	-0.631297134791667	-0.601304846041667	0.157836364964583
2	"SITTING"	0.277058636521739	-0.0193646493652174	-0.107165999021739	-0.907457793695652	-0.853445350652174	-0.907683056956522	0.064622645	0.375561346956522	0.42730968876087	-0.97140382173913	-0.977967460869565	-0.976172219782609	0.0770009650652174	0.0222066477780435	0.00649001172130435	-0.895230650869565	-0.854160384258696	-0.930847952173913	-0.0369132108521739	-0.0891499311391304	0.0987519098695652	-0.92684117173913	-0.923942525869565	-0.897714936521739	-0.0943291131304348	-0.0403566796782609	-0.0605026449565217	-0.903596971956522	-0.936289466086957	-0.905899779347826	-0.886633698695652	-0.898239613043478	-0.886633698695652	-0.898239613043478	-0.895901772173913	-0.873622806304348	-0.87933359673913	-0.902777726086957	-0.926701803695652	-0.923374789565217	-0.898514516086957	-0.847652905608696	-0.910176630434783	-0.911545020434783	-0.86572723	-0.913344307391304	-0.00746195530304348	0.198340529956522	0.295960179847826	-0.898315842391304	-0.862016189456522	-0.924312393913043	-0.90156311	-0.855590190967391	-0.936154082391304	0.172533598521739	0.0289761898826087	0.145054690086957	-0.901186315652174	-0.925426765652174	-0.885541686086956	-0.93522939826087	-0.923732245217391	-0.911705495217391	0.0908872231521739	-0.0224962163978261	0.0994758027652174	-0.887614687173913	-0.920723376086957	0.275565755684783	-0.870151528869565	-0.878062594152174	0.307951209326087	-0.906984195	-0.918881957173913	0.0707349200673913	-0.929711115434783	-0.920683885434783	0.203811689715217
2	"STANDING"	0.279393432962963	-0.0179455751703704	-0.109374920222222	-0.982047964259259	-0.95118244	-0.958746630740741	0.788438711296296	-0.131270608054519	0.223948919518519	-0.973400138518518	-0.966073999444444	-0.958304233518519	0.0757360843333333	0.0141422408053704	0.00389457884425926	-0.983163890555556	-0.972197051851852	-0.984328699444444	-0.031545496877963	-0.0732268349074074	0.0813989596592593	-0.986173091481481	-0.976694318333333	-0.958620634444444	-0.0981221478333333	-0.0392815487222222	-0.0547159904444444	-0.985416540185185	-0.985861682592593	-0.97597958462963	-0.967340468518519	-0.953435461481482	-0.967340468518519	-0.953435461481482	-0.982402480740741	-0.978258574259259	-0.956136286666667	-0.96119303962963	-0.986800454259259	-0.981126617777778	-0.979947077592593	-0.955935967407407	-0.968295174814815	-0.98320830462963	-0.951374310185185	-0.956288143333333	0.0743437920944444	0.150896199977593	0.156904004544444	-0.982983967777778	-0.971616087222222	-0.981648355185185	-0.984998329259259	-0.975054737592593	-0.985649047962963	0.321807376334556	0.0244586664577778	0.0802106325944444	-0.981766908888889	-0.977456636666667	-0.955075377777778	-0.987637342777778	-0.976493198703704	-0.963798095555556	0.0915496697592593	-0.0980059898833333	0.0385414564646296	-0.95856243	-0.957432735555556	0.195338239585185	-0.978765130925926	-0.976589877592593	0.251093036551852	-0.968799975185185	-0.963030714259259	-0.0482955444814815	-0.981466628148148	-0.981778442222222	0.250564443425926
2	"WALKING"	0.278887213711864	-0.0281752597647458	-0.119100049627119	-0.108636364694915	0.166177406825424	-0.210815876762712	0.875318396271186	-0.361445389830509	0.00161528768474576	-0.947854121864407	-0.942783104067797	-0.937249973728814	0.0889778433181356	0.0169463615542373	-0.00970203271186441	-0.024984625759322	0.0457920690694915	-0.455387881864407	-0.105651149744237	-0.00802038924576271	0.0915247985864407	-0.418039157464407	-0.457829632033898	-0.350521660644068	-0.0507168428644068	-0.0341528895033898	-0.0653652452101695	-0.340289878305085	-0.557406542915254	-0.325482343805085	-0.0303929061779661	0.00369340314576272	-0.0303929061779661	0.00369340314576272	-0.121980634974576	0.0588430140016949	-0.261690254658136	-0.365679680084746	-0.490932120847458	-0.454335446745763	-0.0444574032491525	0.172653911169492	-0.254213245135593	-0.137763645315254	0.0860371295915254	-0.252573929516949	-0.247732351613559	0.0379578959559322	0.0128996599588136	-0.0276850609372881	0.0117095165050847	-0.399456585084746	-0.1135678717	0.00967601862711864	-0.510451414915254	-0.120069363157627	-0.334447724644068	-0.286372815661017	-0.261199757933898	-0.43851236640678	-0.209364278944068	-0.470093386525424	-0.478048656610169	-0.466661511864407	-0.0371665571355932	-0.0268902377118644	0.120135674911864	0.0823949040305085	-0.201290313849153	0.140953986967797	0.0654422053915254	0.040564705220339	0.0499151588067797	-0.399974628254237	-0.454936170033898	0.111268241542373	-0.479255917881356	-0.462425515050847	-0.00501614808423729
